queryid,geneid,C_RawCounts,T_RawCounts,C_Meantpm,T_Meantpm,Regulation,RealFC,PPDE,identity,evalue,bitscore,bitscore2,querylength,Alignment_vs_Q_SeqLength,subjectid,ID,subjectlength,Alignment_vs_S_SeqLength,subjectdescription,GO,PFAM,Panther,KEGG,KEGGec,KO,KOGAnnotation,taxon1,taxon2,taxon3,taxon4,taxon5,taxon6,Taxonomy,subjectid_2,taxon6_2,bitscore_2,bitscore2_2,keywords_2,subjectdescription_2,GO_2,PFAM_2,Panther_2,KEGG_2,KEGGec_2,KO_2,KOGAnnotation_2
Salix_HiSeq_c602257_g2_i4|m.8,Salix_HiSeq_c602257_g2_i4,7,56,0.06,0.29,Treatment,9.11,0.98,97.86,7.00E-92,274,97,141,99.29,tr|A0A0I2E5E8|A0A0I2E5E8_SHISO,A0A0I2E5E8,140,100.00,Uncharacterised protein,0,0,0,0,0,0,0,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacteriaceae,Shigella,Shigella,Bacteria;Proteobacteria;Gammaproteobacteria;Gammaproteobacteria;Gammaproteobacteria;Gammaproteobacteria;Enterobacteriales;Enterobacteriaceae;Shigella,tr|A0A0I2E5E8|A0A0I2E5E8_SHISO;gi|903560830|emb|CST19366.1|,Shigella;Shigella sonnei,274;274,97;97,"[('Uncharacterised', 2), ('sonnei]', 1), ('[Shigella', 1)]",Uncharacterised protein;Uncharacterised protein [Shigella sonnei],0,0,0,0,0,0,0
Salix_HiSeq_c602257_g2_i4|m.9,Salix_HiSeq_c602257_g2_i4,7,56,0.06,0.29,Treatment,9.11,0.98,100,3.00E-92,275,100,135,99.26,tr|A0A0I0YRK2|A0A0I0YRK2_SHISO,A0A0I0YRK2,134,100.00,Uncharacterised protein,0,0,0,0,0,0,0,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacteriaceae,Shigella,Shigella,Bacteria;Proteobacteria;Gammaproteobacteria;Gammaproteobacteria;Gammaproteobacteria;Gammaproteobacteria;Enterobacteriales;Enterobacteriaceae;Shigella,tr|A0A0I0YRK2|A0A0I0YRK2_SHISO;gi|903575055|emb|CSP46281.1|,Shigella;Shigella sonnei,275;275,100;100,"[('Uncharacterised', 2), ('sonnei]', 1), ('[Shigella', 1)]",Uncharacterised protein;Uncharacterised protein [Shigella sonnei],0,0,0,0,0,0,0
Salix_HiSeq_c602269_g3_i4|m.8,Salix_HiSeq_c602269_g3_i4,27,199,0.31,1.34,Treatment,8.47,0.95,98.64,3.00E-95,285,99,202,72.77,tr|A0A0H7ZEU7|A0A0H7ZEU7_SHISO,A0A0H7ZEU7,149,98.66,Uncharacterised protein,0,0,0,0,0,0,0,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacteriaceae,Shigella,Shigella,Bacteria;Proteobacteria;Gammaproteobacteria;Gammaproteobacteria;Gammaproteobacteria;Gammaproteobacteria;Enterobacteriales;Enterobacteriaceae;Shigella,tr|A0A0H7ZEU7|A0A0H7ZEU7_SHISO;gi|903850348|emb|CSG34668.1|,Shigella;Shigella sonnei,285;285,99;99,"[('Uncharacterised', 2), ('sonnei]', 1), ('[Shigella', 1)]",Uncharacterised protein;Uncharacterised protein [Shigella sonnei],0,0,0,0,0,0,0
Salix_HiSeq_c584518_g1_i3|m.5,Salix_HiSeq_c584518_g1_i3,12,114,0.29,1.54,Treatment,10.62,0.99,79.57,2.00E-95,288,80,189,98.41,gi|893525604|emb|CNU81882.1|,893525604,223,82.96,Uncharacterised protein [Salmonella enterica subsp. enterica serovar Bovismorbificans],0,0,0,0,0,0,0,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacteriaceae,Salmonella,Salmonella enterica,Bacteria;Proteobacteria;Gammaproteobacteria;Gammaproteobacteria;Gammaproteobacteria;Gammaproteobacteria;Enterobacteriales;Enterobacteriaceae;Salmonella;Salmonella enterica;Salmonella enterica subsp. enterica;Salmonella enterica subsp. enterica serovar Bovismorbificans,gi|893525604|emb|CNU81882.1|,Salmonella enterica subsp. enterica serovar Bovismorbificans,288,80,"[('enterica', 2), ('Uncharacterised', 1), ('[Salmonella', 1), ('subsp.', 1), ('serovar', 1)]",Uncharacterised protein [Salmonella enterica subsp. enterica serovar Bovismorbificans],0,0,0,0,0,0,0
Salix_HiSeq_c595806_g1_i1|m.10,Salix_HiSeq_c595806_g1_i1,21,186,0.33,1.42,Treatment,8.65,0.98,85,4.00E-37,132,83,108,74.07,gi|893258621|emb|CNU52461.1|,893258621,80,100.00,Uncharacterised protein [Salmonella enterica subsp. enterica serovar Bovismorbificans],0,0,0,0,0,0,0,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacteriaceae,Salmonella,Salmonella enterica,Bacteria;Proteobacteria;Gammaproteobacteria;Gammaproteobacteria;Gammaproteobacteria;Gammaproteobacteria;Enterobacteriales;Enterobacteriaceae;Salmonella;Salmonella enterica;Salmonella enterica subsp. enterica;Salmonella enterica subsp. enterica serovar Bovismorbificans,gi|893258621|emb|CNU52461.1|,Salmonella enterica subsp. enterica serovar Bovismorbificans,132,83,"[('enterica', 2), ('Uncharacterised', 1), ('[Salmonella', 1), ('subsp.', 1), ('serovar', 1)]",Uncharacterised protein [Salmonella enterica subsp. enterica serovar Bovismorbificans],0,0,0,0,0,0,0
Salix_HiSeq_c599294_g2_i2|m.3,Salix_HiSeq_c599294_g2_i2,9,72,0.35,1.35,Treatment,7.06,0.98,75.66,4.00E-97,296,78,189,99.47,gi|893260647|emb|CNT75841.1|,893260647,308,61.36,Uncharacterised protein [Salmonella enterica subsp. enterica serovar Bovismorbificans],0,0,0,0,0,0,0,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacteriaceae,Salmonella,Salmonella enterica,Bacteria;Proteobacteria;Gammaproteobacteria;Gammaproteobacteria;Gammaproteobacteria;Gammaproteobacteria;Enterobacteriales;Enterobacteriaceae;Salmonella;Salmonella enterica;Salmonella enterica subsp. enterica;Salmonella enterica subsp. enterica serovar Bovismorbificans,gi|893260647|emb|CNT75841.1|,Salmonella enterica subsp. enterica serovar Bovismorbificans,296,78,"[('enterica', 2), ('Uncharacterised', 1), ('[Salmonella', 1), ('subsp.', 1), ('serovar', 1)]",Uncharacterised protein [Salmonella enterica subsp. enterica serovar Bovismorbificans],0,0,0,0,0,0,0
Salix_HiSeq_c600385_g10_i1|m.3,Salix_HiSeq_c600385_g10_i1,8,58,0.35,1.77,Treatment,9.95,0.97,67.57,8.00E-64,207,69,166,89.16,gi|893086326|emb|CNT87319.1|,893086326,218,67.89,Uncharacterised protein [Salmonella enterica subsp. enterica serovar Bovismorbificans],0,0,0,0,0,0,0,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacteriaceae,Salmonella,Salmonella enterica,Bacteria;Proteobacteria;Gammaproteobacteria;Gammaproteobacteria;Gammaproteobacteria;Gammaproteobacteria;Enterobacteriales;Enterobacteriaceae;Salmonella;Salmonella enterica;Salmonella enterica subsp. enterica;Salmonella enterica subsp. enterica serovar Bovismorbificans,gi|893086326|emb|CNT87319.1|;tr|A0A0E8Q7K5|A0A0E8Q7K5_SALTI,Salmonella enterica subsp. enterica serovar Bovismorbificans;Salmonella,207;204,69;69,"[('Uncharacterised', 2), ('enterica', 2), ('[Salmonella', 1), ('subsp.', 1), ('serovar', 1)]",Uncharacterised protein [Salmonella enterica subsp. enterica serovar Bovismorbificans];Uncharacterised protein,0,0,0,0,0,0,0
Salix_HiSeq_c600532_g1_i4|m.12,Salix_HiSeq_c600532_g1_i4,2,42,0.01,0.28,Treatment,38.08,1.00,91.35,2.00E-57,185,92,110,94.55,gi|893258394|emb|CNU64541.1|,893258394,110,94.55,Uncharacterised protein [Salmonella enterica subsp. enterica serovar Bovismorbificans],0,0,0,0,0,0,0,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacteriaceae,Salmonella,Salmonella enterica,Bacteria;Proteobacteria;Gammaproteobacteria;Gammaproteobacteria;Gammaproteobacteria;Gammaproteobacteria;Enterobacteriales;Enterobacteriaceae;Salmonella;Salmonella enterica;Salmonella enterica subsp. enterica;Salmonella enterica subsp. enterica serovar Bovismorbificans,gi|893258394|emb|CNU64541.1|,Salmonella enterica subsp. enterica serovar Bovismorbificans,185,92,"[('enterica', 2), ('Uncharacterised', 1), ('[Salmonella', 1), ('subsp.', 1), ('serovar', 1)]",Uncharacterised protein [Salmonella enterica subsp. enterica serovar Bovismorbificans],0,0,0,0,0,0,0
Salix_HiSeq_c601001_g2_i3|m.5,Salix_HiSeq_c601001_g2_i3,25,199,0.27,1.18,Treatment,8.69,0.97,73.72,5.00E-63,206,76,255,53.73,gi|893084648|emb|CNU48679.1|,893084648,140,97.86,Uncharacterised protein [Salmonella enterica subsp. enterica serovar Bovismorbificans],0,0,0,0,0,0,0,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacteriaceae,Salmonella,Salmonella enterica,Bacteria;Proteobacteria;Gammaproteobacteria;Gammaproteobacteria;Gammaproteobacteria;Gammaproteobacteria;Enterobacteriales;Enterobacteriaceae;Salmonella;Salmonella enterica;Salmonella enterica subsp. enterica;Salmonella enterica subsp. enterica serovar Bovismorbificans,gi|893084648|emb|CNU48679.1|,Salmonella enterica subsp. enterica serovar Bovismorbificans,206,76,"[('enterica', 2), ('Uncharacterised', 1), ('[Salmonella', 1), ('subsp.', 1), ('serovar', 1)]",Uncharacterised protein [Salmonella enterica subsp. enterica serovar Bovismorbificans],0,0,0,0,0,0,0
Salix_HiSeq_c601154_g1_i3|m.14,Salix_HiSeq_c601154_g1_i3,19,136,0.29,1.08,Treatment,7.06,0.95,61,2.00E-31,123,63,101,99.01,gi|893084103|emb|CNU74083.1|,893084103,311,32.15,Uncharacterised protein [Salmonella enterica subsp. enterica serovar Bovismorbificans],0,0,0,0,0,0,0,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacteriaceae,Salmonella,Salmonella enterica,Bacteria;Proteobacteria;Gammaproteobacteria;Gammaproteobacteria;Gammaproteobacteria;Gammaproteobacteria;Enterobacteriales;Enterobacteriaceae;Salmonella;Salmonella enterica;Salmonella enterica subsp. enterica;Salmonella enterica subsp. enterica serovar Bovismorbificans,gi|893084103|emb|CNU74083.1|;tr|A7MH69|A7MH69_CROS8,Salmonella enterica subsp. enterica serovar Bovismorbificans;Cronobacter,123;107,63;56,"[('enterica', 2), ('Uncharacterised', 1), ('Uncharacterized', 1), ('[Salmonella', 1), ('subsp.', 1)]",Uncharacterised protein [Salmonella enterica subsp. enterica serovar Bovismorbificans];Uncharacterized protein,GO:0016021,0,0,esa:ESA_00888,0,0,0
Salix_HiSeq_c601683_g15_i9|m.4,Salix_HiSeq_c601683_g15_i9,14,116,0.38,1.62,Treatment,8.62,0.98,89.74,7.00E-39,136,91,114,68.42,gi|893086353|emb|CNT87985.1|,893086353,78,100.00,Uncharacterised protein [Salmonella enterica subsp. enterica serovar Bovismorbificans],0,0,0,0,0,0,0,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacteriaceae,Salmonella,Salmonella enterica,Bacteria;Proteobacteria;Gammaproteobacteria;Gammaproteobacteria;Gammaproteobacteria;Gammaproteobacteria;Enterobacteriales;Enterobacteriaceae;Salmonella;Salmonella enterica;Salmonella enterica subsp. enterica;Salmonella enterica subsp. enterica serovar Bovismorbificans,gi|893086353|emb|CNT87985.1|,Salmonella enterica subsp. enterica serovar Bovismorbificans,136,91,"[('enterica', 2), ('Uncharacterised', 1), ('[Salmonella', 1), ('subsp.', 1), ('serovar', 1)]",Uncharacterised protein [Salmonella enterica subsp. enterica serovar Bovismorbificans],0,0,0,0,0,0,0
Salix_HiSeq_c601853_g2_i4|m.9,Salix_HiSeq_c601853_g2_i4,18,148,0.24,0.96,Treatment,7.75,0.98,46.85,3.00E-27,111,51,159,69.81,gi|893086618|emb|CNT73486.1|,893086618,182,60.99,Uncharacterised protein [Salmonella enterica subsp. enterica serovar Bovismorbificans],0,0,0,0,0,0,0,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacteriaceae,Salmonella,Salmonella enterica,Bacteria;Proteobacteria;Gammaproteobacteria;Gammaproteobacteria;Gammaproteobacteria;Gammaproteobacteria;Enterobacteriales;Enterobacteriaceae;Salmonella;Salmonella enterica;Salmonella enterica subsp. enterica;Salmonella enterica subsp. enterica serovar Bovismorbificans,gi|893086618|emb|CNT73486.1|,Salmonella enterica subsp. enterica serovar Bovismorbificans,111,51,"[('enterica', 2), ('Uncharacterised', 1), ('[Salmonella', 1), ('subsp.', 1), ('serovar', 1)]",Uncharacterised protein [Salmonella enterica subsp. enterica serovar Bovismorbificans],0,0,0,0,0,0,0
Salix_HiSeq_c587375_g1_i2|m.9,Salix_HiSeq_c587375_g1_i2,19,147,0.37,1.50,Treatment,7.74,0.97,59.8,8.00E-37,132,65,103,99.03,gi|877170150|emb|CGX29013.1|,877170150,120,85.00,Uncharacterised protein [Salmonella enterica subsp. enterica serovar Typhi],0,0,0,0,0,0,0,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacteriaceae,Salmonella,Salmonella enterica,Bacteria;Proteobacteria;Gammaproteobacteria;Gammaproteobacteria;Gammaproteobacteria;Gammaproteobacteria;Enterobacteriales;Enterobacteriaceae;Salmonella;Salmonella enterica;Salmonella enterica subsp. enterica;Salmonella enterica subsp. enterica serovar Typhi,gi|877170150|emb|CGX29013.1|,Salmonella enterica subsp. enterica serovar Typhi,132,65,"[('enterica', 2), ('Uncharacterised', 1), ('[Salmonella', 1), ('subsp.', 1), ('serovar', 1)]",Uncharacterised protein [Salmonella enterica subsp. enterica serovar Typhi],0,0,0,0,0,0,0
Salix_HiSeq_c600490_g6_i1|m.5,Salix_HiSeq_c600490_g6_i1,11,85,0.32,1.36,Treatment,8.82,0.97,68.32,7.00E-42,146,71,103,98.06,gi|875303757|emb|CGW15536.1|,875303757,147,68.71,Uncharacterised protein [Salmonella enterica subsp. enterica serovar Typhi],0,0,0,0,0,0,0,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacteriaceae,Salmonella,Salmonella enterica,Bacteria;Proteobacteria;Gammaproteobacteria;Gammaproteobacteria;Gammaproteobacteria;Gammaproteobacteria;Enterobacteriales;Enterobacteriaceae;Salmonella;Salmonella enterica;Salmonella enterica subsp. enterica;Salmonella enterica subsp. enterica serovar Typhi,gi|875303757|emb|CGW15536.1|,Salmonella enterica subsp. enterica serovar Typhi,146,71,"[('enterica', 2), ('Uncharacterised', 1), ('[Salmonella', 1), ('subsp.', 1), ('serovar', 1)]",Uncharacterised protein [Salmonella enterica subsp. enterica serovar Typhi],0,0,0,0,0,0,0
Salix_HiSeq_c537568_g1_i1|m.2,Salix_HiSeq_c537568_g1_i1,9,64,0.36,1.31,Treatment,7.09,0.97,82.55,0.00E+00,792,81,499,97.60,gi|901629008|emb|CQQ24289.1|,901629008,714,68.21,Uncharacterised protein [Salmonella enterica subsp. enterica serovar Typhimurium str. DT104],0,0,0,0,0,0,0,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacteriaceae,Salmonella,Salmonella enterica,Bacteria;Proteobacteria;Gammaproteobacteria;Gammaproteobacteria;Gammaproteobacteria;Gammaproteobacteria;Enterobacteriales;Enterobacteriaceae;Salmonella;Salmonella enterica;Salmonella enterica subsp. enterica;Salmonella enterica subsp. enterica serovar Typhimurium;Salmonella enterica subsp. enterica serovar Typhimurium str. DT104,gi|901629008|emb|CQQ24289.1|;tr|G8LHN5|G8LHN5_ENTCL,Salmonella enterica subsp. enterica serovar Typhimurium str. DT104;Enterobacter cloacae complex,792;763,81;75,"[('enterica', 2), ('Uncharacterised', 1), ('Typhimurium', 1), ('Uncharacterized', 1), ('[Salmonella', 1)]",Uncharacterised protein [Salmonella enterica subsp. enterica serovar Typhimurium str. DT104];Uncharacterized protein,0,0,0,eec:EcWSU1_01488,0,0,0
Salix_HiSeq_c602208_g4_i1|m.3,Salix_HiSeq_c602208_g4_i1,12,85,0.38,1.56,Treatment,8.46,0.96,57.86,1.00E-58,192,59,176,90.34,gi|901553849|emb|CQE81978.1|,901553849,169,94.08,Uncharacterised protein [Salmonella enterica subsp. enterica serovar Typhimurium str. DT104],0,0,0,0,0,0,0,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacteriaceae,Salmonella,Salmonella enterica,Bacteria;Proteobacteria;Gammaproteobacteria;Gammaproteobacteria;Gammaproteobacteria;Gammaproteobacteria;Enterobacteriales;Enterobacteriaceae;Salmonella;Salmonella enterica;Salmonella enterica subsp. enterica;Salmonella enterica subsp. enterica serovar Typhimurium;Salmonella enterica subsp. enterica serovar Typhimurium str. DT104,gi|901553849|emb|CQE81978.1|;tr|A7MIB8|A7MIB8_CROS8,Salmonella enterica subsp. enterica serovar Typhimurium str. DT104;Cronobacter,192;188,59;54,"[('enterica', 2), ('Uncharacterised', 1), ('Typhimurium', 1), ('Uncharacterized', 1), ('[Salmonella', 1)]",Uncharacterised protein [Salmonella enterica subsp. enterica serovar Typhimurium str. DT104];Uncharacterized protein,0,0,0,esa:ESA_03279,0,0,0
Salix_HiSeq_c602160_g2_i4|m.2,Salix_HiSeq_c602160_g2_i4,1,58,0.02,0.43,Treatment,45.85,1.00,100,0.00E+00,1062,100,530,99.81,sp|P33916|YEJF_ECOLI,P33916,529,100.00,Uncharacterized ABC transporter ATP-binding protein YejF,GO:0043190;GO:0005886;GO:0005524;GO:0042626;GO:0042884;GO:0055085,PF00005;PF08352,0,ecj:JW2168;eco:b2180,0,K13896,0,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacteriaceae,Escherichia,Escherichia coli,Bacteria;Proteobacteria;Gammaproteobacteria;Gammaproteobacteria;Gammaproteobacteria;Gammaproteobacteria;Enterobacteriales;Enterobacteriaceae;Escherichia;Escherichia coli,sp|P33916|YEJF_ECOLI;gi|446117072|ref|WP_000194927.1|;tr|G0FCR4|G0FCR4_ECOLX,Escherichia coli;Unknown;Escherichia coli,1062;1062;1062,100;100;100,"[('ABC', 3), ('transporter', 3), ('Uncharacterized', 2), ('ATP-binding', 2), ('YejF', 1)]",Uncharacterized ABC transporter ATP-binding protein YejF;MULTISPECIES: microcin C ABC transporter ATPase [Proteobacteria];Uncharacterized ABC transporter ATP-binding protein yejF,GO:0043190;GO:0005886;GO:0005524;GO:0042626;GO:0042884;GO:0055085;0;GO:0016887;GO:0015833,PF00005;PF08352;0;PF00005;PF08352,0,ecj:JW2168;eco:b2180;0,0,K13896;0,0
Salix_HiSeq_c602160_g2_i8|m.2,Salix_HiSeq_c602160_g2_i8,19,157,0.20,0.80,Treatment,8.58,0.97,100,0.00E+00,1062,100,530,99.81,sp|P33916|YEJF_ECOLI,P33916,529,100.00,Uncharacterized ABC transporter ATP-binding protein YejF,GO:0043190;GO:0005886;GO:0005524;GO:0042626;GO:0042884;GO:0055085,PF00005;PF08352,0,ecj:JW2168;eco:b2180,0,K13896,0,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacteriaceae,Escherichia,Escherichia coli,Bacteria;Proteobacteria;Gammaproteobacteria;Gammaproteobacteria;Gammaproteobacteria;Gammaproteobacteria;Enterobacteriales;Enterobacteriaceae;Escherichia;Escherichia coli,sp|P33916|YEJF_ECOLI;gi|446117072|ref|WP_000194927.1|;tr|G0FCR4|G0FCR4_ECOLX,Escherichia coli;Unknown;Escherichia coli,1062;1062;1062,100;100;100,"[('ABC', 3), ('transporter', 3), ('Uncharacterized', 2), ('ATP-binding', 2), ('YejF', 1)]",Uncharacterized ABC transporter ATP-binding protein YejF;MULTISPECIES: microcin C ABC transporter ATPase [Proteobacteria];Uncharacterized ABC transporter ATP-binding protein yejF,GO:0043190;GO:0005886;GO:0005524;GO:0042626;GO:0042884;GO:0055085;0;GO:0016887;GO:0015833,PF00005;PF08352;0;PF00005;PF08352,0,ecj:JW2168;eco:b2180;0,0,K13896;0,0
Salix_HiSeq_c594201_g1_i1|m.6,Salix_HiSeq_c594201_g1_i1,17,133,0.37,1.49,Treatment,7.88,0.97,97,2.00E-58,193,96,115,86.96,sp|Q6BEX0|YTFR_ECOLI,Q2M677,500,20.00,Uncharacterized ABC transporter ATP-binding protein YtfR,GO:0005524;GO:0015407;GO:0015757,PF00005,0,ecj:JW5752;eco:b4485,0,K02056,0,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacteriaceae,Escherichia,Escherichia coli,Bacteria;Proteobacteria;Gammaproteobacteria;Gammaproteobacteria;Gammaproteobacteria;Gammaproteobacteria;Enterobacteriales;Enterobacteriaceae;Escherichia;Escherichia coli,sp|Q6BEX0|YTFR_ECOLI;tr|W1G121|W1G121_ECOLX;gi|571188940|emb|CDL39708.1|,Escherichia coli;Escherichia coli;Escherichia coli ISC11,193;191;191,96;95;95,"[('ABC', 3), ('YtfR', 3), ('ATP-binding', 3), ('Putative', 2), ('system,', 2)]","Uncharacterized ABC transporter ATP-binding protein YtfR;Putative sugar ABC transport system, ATP-binding protein YtfR;Putative sugar ABC transport system, ATP-binding protein YtfR [Escherichia coli ISC11]",GO:0005524;GO:0015407;GO:0015757;GO:0005524,PF00005;PF00005,0,ecj:JW5752;eco:b4485;0,0,K02056;0,0
Salix_HiSeq_c602105_g2_i4|m.5,Salix_HiSeq_c602105_g2_i4,12,83,0.21,0.68,Treatment,6.54,0.96,100,2.00E-133,378,100,188,99.47,sp|P0AB11|YMBA_SHIFL,Q9R7Q4,187,100.00,Uncharacterized lipoprotein YmbA,GO:0005886,PF03886,0,sfl:SF0953;sfx:S1018,0,K09857,0,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacteriaceae,Shigella,Shigella,Bacteria;Proteobacteria;Gammaproteobacteria;Gammaproteobacteria;Gammaproteobacteria;Gammaproteobacteria;Enterobacteriales;Enterobacteriaceae;Shigella,sp|P0AB11|YMBA_SHIFL;gi|446681774|ref|WP_000759120.1|;tr|I6BY90|I6BY90_SHIFL,Shigella;Unknown;Shigella,378;378;378,100;100;100,"[('Uncharacterized', 2), ('MULTISPECIES:', 1), ('domain-containing', 1), ('[Proteobacteria]', 1), ('YmbA', 1)]",Uncharacterized lipoprotein YmbA;MULTISPECIES: DUF330 domain-containing protein [Proteobacteria];Uncharacterized protein,GO:0005886;0,PF03886;0;PF03886,0,sfl:SF0953;sfx:S1018;0,0,K09857;0,0
Salix_HiSeq_c602133_g1_i1|m.3,Salix_HiSeq_c602133_g1_i1,17,133,0.20,1.01,Treatment,10.44,0.97,100,0,758,100,383,99.74,sp|P21503|YCAD_ECOLI,P75834,382,100.00,Uncharacterized MFS-type transporter YcaD,GO:0016021;GO:0005886;GO:0005215;GO:0055085,PF07690,0,ecj:JW0881;eco:b0898,0,K08219,0,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacteriaceae,Escherichia,Escherichia coli,Bacteria;Proteobacteria;Gammaproteobacteria;Gammaproteobacteria;Gammaproteobacteria;Gammaproteobacteria;Enterobacteriales;Enterobacteriaceae;Escherichia;Escherichia coli,sp|P21503|YCAD_ECOLI;gi|446031404|ref|WP_000109259.1|;tr|A0A0E1LV86|A0A0E1LV86_ECOLX,Escherichia coli;Unknown;Escherichia coli,758;758;758,100;100;100,"[('transporter', 3), ('Uncharacterized', 2), ('YcaD', 2), ('MFS-type', 2), ('MULTISPECIES:', 1)]",Uncharacterized MFS-type transporter YcaD;MULTISPECIES: MFS transporter inner membrane protein [Proteobacteria];Uncharacterized MFS-type transporter YcaD,GO:0016021;GO:0005886;GO:0005215;GO:0055085;0;GO:0016021;GO:0055085,PF07690;0;PF07690,0,ecj:JW0881;eco:b0898;0,0,K08219;0,0
Salix_HiSeq_c602111_g2_i6|m.9,Salix_HiSeq_c602111_g2_i6,17,128,0.17,0.64,Treatment,7.47,0.96,100,4.00E-131,372,100,181,99.45,sp|P65556|YFCD_ECOLI,Q2MAM0,180,100.00,Uncharacterized Nudix hydrolase YfcD,GO:0005829;GO:0016817;GO:0046872,PF00293,0,ecj:JW2296;eco:b2299,0,0,0,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacteriaceae,Escherichia,Escherichia coli,Bacteria;Proteobacteria;Gammaproteobacteria;Gammaproteobacteria;Gammaproteobacteria;Gammaproteobacteria;Enterobacteriales;Enterobacteriaceae;Escherichia;Escherichia coli,sp|P65556|YFCD_ECOLI;tr|I6BI76|I6BI76_SHIFL;gi|291427973|gb|EFF01000.1|,Escherichia coli;Shigella;Escherichia coli FVEC1412,372;372;372,100;100;100,"[('Uncharacterized', 2), ('[Escherichia', 1), ('FVEC1412]', 1), ('YfcD', 1), ('conserved', 1)]",Uncharacterized Nudix hydrolase YfcD;Uncharacterized protein;conserved hypothetical protein [Escherichia coli FVEC1412],GO:0005829;GO:0016817;GO:0046872,PF00293;PF00293,0,ecj:JW2296;eco:b2299;0,0,0,0
Salix_HiSeq_c602225_g2_i5|m.1,Salix_HiSeq_c602225_g2_i5,9,86,0.09,0.52,Treatment,12.05,0.99,100,0.00E+00,1631,100,794,99.87,sp|P45420|YHCD_ECOLI,Q2M8Z6,793,100.00,Uncharacterized outer membrane usher protein YhcD,GO:0009279;GO:0016021;GO:0015473;GO:0009297;GO:0055085,PF13953;PF13954;PF00577,PTHR30451,ecj:JW3183;eco:b3216,0,0,0,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacteriaceae,Escherichia,Escherichia coli,Bacteria;Proteobacteria;Gammaproteobacteria;Gammaproteobacteria;Gammaproteobacteria;Gammaproteobacteria;Enterobacteriales;Enterobacteriaceae;Escherichia;Escherichia coli,sp|P45420|YHCD_ECOLI;gi|446837738|ref|WP_000914994.1|;tr|G0F2L3|G0F2L3_ECOLX,Escherichia coli;Enterobacteriaceae;Escherichia coli,1631;1631;1631,100;100;100,"[('outer', 3), ('usher', 3), ('membrane', 3), ('Uncharacterized', 2), ('MULTISPECIES:', 1)]",Uncharacterized outer membrane usher protein YhcD;MULTISPECIES: outer membrane fimbrial subunit usher protein [Enterobacteriaceae];Uncharacterized outer membrane usher protein yhcD,GO:0009279;GO:0016021;GO:0015473;GO:0009297;GO:0055085;0;GO:0009279;GO:0005215,PF13953;PF13954;PF00577;0;PF13953;PF13954,PTHR30451;0;PTHR30451,ecj:JW3183;eco:b3216;0,0,0,0
Salix_HiSeq_c598652_g1_i1|m.8,Salix_HiSeq_c598652_g1_i1,15,115,0.20,0.75,Treatment,7.22,0.97,53.49,2.00E-46,166,48,173,99.42,tr|G8LKH2|G8LKH2_ENTCL,G8LKH2,356,48.31,Uncharacterized protein,0,0,0,eec:EcWSU1_01767,0,0,0,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacteriaceae,Enterobacter,Enterobacter cloacae complex,Bacteria;Proteobacteria;Gammaproteobacteria;Gammaproteobacteria;Gammaproteobacteria;Gammaproteobacteria;Enterobacteriales;Enterobacteriaceae;Enterobacter;Enterobacter cloacae complex,tr|G8LKH2|G8LKH2_ENTCL;gi|365748979|gb|AEW73206.1|,Enterobacter cloacae complex;Enterobacter cloacae EcWSU1,166;166,48;48,"[('cloacae', 1), ('Uncharacterized', 1), ('EcWSU1]', 1), ('[Enterobacter', 1), ('EcWSU1_01767', 1)]",Uncharacterized protein;hypothetical protein EcWSU1_01767 [Enterobacter cloacae EcWSU1],0,0,0,eec:EcWSU1_01767,0,0,0
